transcript_id,num_detected,num_sampled,proportion,source,annotation_version,gene_id,gene_symbol,pathway_id,transcript_id_v5.3.1
Cre12.g541851.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g541851,,,Cre12.g541840.t1.2
Cre12.g541904.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g541904,,,g13734.t1
Cre12.g541950.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g541950,,,Cre12.g541950.t1.2
Cre12.g542000.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542000,,,Cre12.g542000.t1.3
Cre12.g542050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542050,,,Cre12.g542050.t1.2
Cre12.g542100.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542100,,,Cre12.g542100.t1.2
Cre12.g542150.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542150,,,Cre12.g542150.t1.2
Cre12.g542200.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542200,,,Cre12.g542200.t1.3
Cre12.g542202.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g542202,,,g13788.t1
Cre12.g542250.t1.1,0,3,0.0,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre12.g542250,TUB1,"['Creinhardtii PWY-5695', 'Creinhardtii PWY-6608', 'Creinhardtii PWY-6609', 'Creinhardtii PWY-7179', 'Creinhardtii PWY0-1296', 'Creinhardtii SALVADEHYPOX-PWY', 'Creinhardtii SALVPURINE2-PWY']",Cre12.g542250.t1.1
Cre12.g542300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g542300,GLYK1,,Cre12.g542300.t1.2
Cre12.g542350.t1.2,0,3,0.0,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre12.g542350,,,Cre12.g542350.t1.2
Cre12.g542400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542400,,,Cre12.g542400.t1.3
Cre12.g542450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542450,,,Cre12.g542450.t1.2
Cre12.g542500.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre12.g542500,MOC1,,Cre12.g542500.t1.2
Cre12.g542550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542550,,,Cre12.g542550.t1.3
Cre12.g542569.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g542569,,,g13719.t1
Cre12.g542600.t1.2,0,2,0.0,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g542600,,,Cre12.g542600.t1.2
Cre12.g542601.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542601,,,Cre12.g542569.t1.2
Cre12.g542627.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542627,,,g13789.t1
Cre12.g542650.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542650,,,g13716.t1
Cre12.g542700.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g542700,,,Cre12.g542700.t1.2
Cre12.g542750.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g542750,,,Cre12.g542750.t1.2
Cre12.g542800.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre12.g542800,,,Cre12.g542800.t1.2
Cre12.g542850.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g542850,,,g13712.t1
Cre12.g542900.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre12.g542900,,,Cre12.g542900.t1.3
Cre12.g542950.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g542950,CGL137,,Cre12.g542950.t1.3
Cre12.g543000.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g543000,,,Cre12.g543000.t1.3
Cre12.g543050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g543050,,,Cre12.g543050.t1.2
Cre12.g543052.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g543052,,,g13790.t1
Cre12.g543100.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g543100,,['Creinhardtii PWY-6829'],Cre12.g543100.t1.2
Cre12.g543300.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g543300,,,Cre12.g543300.t1.2
Cre12.g543301.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g543301,,,Cre12.g543258.t1.2
Cre12.g543302.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g543302,,,Cre12.g543250.t1.3
Cre12.g543303.t3.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g543303,CGLD6,,Cre12.g543150.t1.3
Cre12.g543350.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g543350,,"['Creinhardtii PWY-1801', 'Creinhardtii PWY-5480', 'Creinhardtii PWY-5486', 'Creinhardtii PWY-6313', 'Creinhardtii PWY-6333', 'Creinhardtii PWY-6802', 'Creinhardtii PWY66-21', 'Creinhardtii PWY66-389']",Cre12.g543350.t1.3
Cre12.g543350.t3.1,0,1,0.0,['Hemme_2014'],v5.5,Cre12.g543350,,"['Creinhardtii PWY-1801', 'Creinhardtii PWY-5480', 'Creinhardtii PWY-5486', 'Creinhardtii PWY-6313', 'Creinhardtii PWY-6333', 'Creinhardtii PWY-6802', 'Creinhardtii PWY66-21', 'Creinhardtii PWY66-389']",Cre12.g543350.t2.1
Cre12.g543400.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g543400,,"['Creinhardtii PWY-1801', 'Creinhardtii PWY-5480', 'Creinhardtii PWY-5486', 'Creinhardtii PWY-6313', 'Creinhardtii PWY-6333', 'Creinhardtii PWY-6802', 'Creinhardtii PWY66-21', 'Creinhardtii PWY66-389']",Cre12.g543400.t1.2
Cre12.g543450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g543450,,,Cre12.g543450.t1.2
Cre12.g543477.t1.1,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g543477,,,g13791.t1
Cre12.g543500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g543500,,,Cre12.g543500.t1.2
Cre12.g543550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g543550,,,Cre12.g543550.t1.1
Cre12.g543650.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g543650,,,Cre12.g543650.t1.1
Cre12.g543700.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre12.g543700,,,Cre12.g543700.t1.3
Cre12.g543800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g543800,,,Cre12.g543800.t1.2
Cre12.g543850.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g543850,,,Cre12.g543850.t1.3
Cre12.g543900.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g543900,,"['Creinhardtii PWY-5083', 'Creinhardtii PWY-6348']",Cre12.g543900.t1.3
Cre12.g543902.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g543902,,,g13792.t1
Cre12.g543950.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g543950,,,Cre12.g543950.t1.2
Cre12.g544000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544000,RSP5,['Creinhardtii PWY-7204'],Cre12.g544000.t1.2
Cre12.g544050.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g544050,,,g13688.t1
Cre12.g544100.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544100,,,Cre12.g544100.t1.3
Cre12.g544109.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g544109,,,g13681.t1
Cre12.g544110.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544110,,,g13682.t1
Cre12.g544111.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544111,,,g13683.t1
Cre12.g544112.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544112,,,g13684.t1
Cre12.g544113.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544113,,,g13685.t1
Cre12.g544114.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544114,CYN20-6,,g13686.t1
Cre12.g544115.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544115,,,g13687.t1
Cre12.g544150.t1.2,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g544150,CYN20-2,,Cre12.g544150.t1.2
Cre12.g544200.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544200,CYN13,,Cre12.g544200.t1.3
Cre12.g544250.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544250,,,Cre12.g544250.t1.2
Cre12.g544300.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544300,,,Cre12.g544300.t1.2
Cre12.g544327.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544327,,,g13793.t1
Cre12.g544400.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544400,,,Cre12.g544400.t1.2
Cre12.g544401.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544401,,,g13675.t1
Cre12.g544450.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g544450,,,Cre12.g544450.t1.2
Cre12.g544550.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g544550,,,Cre12.g544550.t1.3
Cre12.g544551.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544551,,,Cre12.g544500.t1.2
Cre12.g544600.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g544600,,,Cre12.g544600.t1.2
Cre12.g544650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544650,,,Cre12.g544650.t1.3
Cre12.g544662.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g544662,,,Cre12.g544662.t1.2
Cre12.g544700.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g544700,,,g13667.t1
Cre12.g544750.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g544750,,,Cre12.g544750.t1.3
Cre12.g544752.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g544752,,,g13794.t1
Cre12.g544800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544800,,,Cre12.g544800.t1.2
Cre12.g544802.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544802,,,g13665.t1
Cre12.g544850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544850,,,Cre12.g544850.t1.2
Cre12.g544900.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g544900,,,Cre12.g544900.t1.2
Cre12.g544950.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544950,,,Cre12.g544950.t1.2
Cre12.g544952.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g544952,,,g13661.t1
Cre12.g545000.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g545000,,,Cre12.g545000.t1.2
Cre12.g545100.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545100,,,Cre12.g545100.t1.3
Cre12.g545101.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g545101,,"['Creinhardtii PWY-5695', 'Creinhardtii PWY-6606', 'Creinhardtii PWY-6608', 'Creinhardtii SALVADEHYPOX-PWY']",Cre12.g545050.t1.3
Cre12.g545150.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545150,,,Cre12.g545150.t1.3
Cre12.g545177.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g545177,,,g13795.t1
Cre12.g545250.t1.1,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g545250,,,Cre12.g545250.t1.3
Cre12.g545300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g545300,,,Cre12.g545300.t1.2
Cre12.g545400.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545400,,,Cre12.g545400.t1.2
Cre12.g545401.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545401,,,g13652.t1
Cre12.g545450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545450,,,Cre12.g545450.t1.2
Cre12.g545500.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g545500,,,Cre12.g545500.t1.3
Cre12.g545550.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545550,,,Cre12.g545550.t1.2
Cre12.g545600.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g545600,,,Cre12.g545600.t1.3
Cre12.g545602.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545602,,,g13796.t1
Cre12.g545619.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545619,,,Cre12.g545619.t1.2
Cre12.g545650.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545650,,,Cre12.g545650.t1.2
Cre12.g545700.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545700,,,Cre12.g545700.t1.3
Cre12.g545703.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545703,,,g13643.t1
Cre12.g545704.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545704,,,g13645.t1
Cre12.g545750.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545750,,,Cre12.g545750.t1.2
Cre12.g545752.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545752,,,g13641.t1
Cre12.g545800.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545800,,,Cre12.g545800.t1.3
Cre12.g545850.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g545850,,,Cre12.g545850.t1.2
Cre12.g545900.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g545900,,,g13637.t1
Cre12.g545950.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g545950,,,Cre12.g545950.t1.3
Cre12.g546000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546000,,,Cre12.g546000.t1.2
Cre12.g546027.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre12.g546027,,,g13797.t1
Cre12.g546050.t1.2,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Juergens_2015']",v5.5,Cre12.g546050,,,Cre12.g546050.t1.2
Cre12.g546100.t2.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre12.g546100,FAP125,,Cre12.g546100.t1.3
Cre12.g546150.t1.2,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre12.g546150,PETM,,Cre12.g546150.t1.2
Cre12.g546200.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g546200,,,Cre12.g546200.t1.2
Cre12.g546250.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g546250,,,g13630.t1
Cre12.g546300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g546300,,,Cre12.g546300.t1.2
Cre12.g546350.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546350,,,Cre12.g546350.t1.2
Cre12.g546400.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre12.g546400,DLR2,,Cre12.g546400.t1.2
Cre12.g546450.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546450,,,Cre12.g546450.t1.3
Cre12.g546452.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g546452,,,g13798.t1
Cre12.g546500.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g546500,,,Cre12.g546500.t1.2
Cre12.g546550.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g546550,FEA1,,Cre12.g546550.t1.1
Cre12.g546600.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g546600,FEA2,,Cre12.g546600.t1.3
Cre12.g546633.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546633,,,Cre12.g561750.t1.2
Cre12.g546650.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546650,,,Cre12.g546650.t1.2
Cre12.g546700.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546700,,,Cre12.g546700.t1.3
Cre12.g546750.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g546750,,,Cre12.g546750.t1.3
Cre12.g546770.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546770,,,Cre12.g546770.t1.2
Cre12.g546800.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546800,,,Cre12.g546800.t1.3
Cre12.g546850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546850,,,Cre12.g546850.t1.2
Cre12.g546877.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g546877,,,g13799.t1
Cre12.g546900.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546900,,,Cre12.g546900.t1.3
Cre12.g546950.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g546950,,,Cre12.g546950.t1.3
Cre12.g547000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547000,,,Cre12.g547000.t1.2
Cre12.g547001.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547001,,,Cre12.g546976.t1.2
Cre12.g547050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547050,,,Cre12.g547050.t1.2
Cre12.g547100.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g547100,CGL2,,Cre12.g547100.t1.3
Cre12.g547150.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547150,,,Cre12.g547150.t1.2
Cre12.g547200.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547200,,,Cre12.g547200.t1.3
Cre12.g547250.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g547250,,,Cre12.g547250.t1.2
Cre12.g547300.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g547300,,,Cre12.g547300.t1.3
Cre12.g547302.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g547302,,,g13800.t1
Cre12.g547350.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g547350,CYG31,,g13606.t1
Cre12.g547351.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g547351,,,Cre12.g547351.t1.2
Cre12.g547400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547400,,,Cre12.g547400.t1.1
Cre12.g547450.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g547450,,,Cre12.g547450.t1.2
Cre12.g547500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g547500,,,Cre12.g547500.t1.2
Cre12.g547650.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g547650,,,Cre12.g547650.t1.2
Cre12.g547651.t4.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547651,,,Cre12.g547550.t1.3
Cre12.g547700.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g547700,,,Cre12.g547700.t1.2
Cre12.g547727.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547727,,,g13801.t1
Cre12.g547734.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547734,,,Cre12.g547734.t1.2
Cre12.g547750.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547750,,['Creinhardtii PWY-6281'],Cre12.g547750.t1.2
Cre12.g547800.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547800,,,Cre12.g547800.t1.3
Cre12.g547850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547850,,,Cre12.g547850.t1.2
Cre12.g547900.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547900,,,Cre12.g547900.t1.2
Cre12.g547950.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g547950,,,Cre12.g547950.t1.2
Cre12.g548000.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre12.g548000,,,Cre12.g548000.t1.2
Cre12.g548050.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g548050,CYG32,,Cre12.g548050.t1.3
Cre12.g548051.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548051,,,Cre12.g548033.t1.2
Cre12.g548100.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g548100,,,Cre12.g548100.t1.3
Cre12.g548152.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g548152,,,g13802.t1
Cre12.g548200.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g548200,,,Cre12.g548200.t1.3
Cre12.g548201.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548201,,,Cre12.g548150.t1.2
Cre12.g548250.t1.1,0,1,0.0,['Gargouri_2015'],v5.5,Cre12.g548250,,,Cre12.g548250.t2.1
Cre12.g548250.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548250,,,Cre12.g548250.t1.3
Cre12.g548300.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548300,,,Cre12.g548300.t1.2
Cre12.g548350.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548350,,,Cre12.g548350.t1.2
Cre12.g548391.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g548391,,,Cre12.g548391.t1.2
Cre12.g548400.t1.2,2,4,0.25,"['Hemme_2014', 'Bajhaiya_2016', 'Blaby_2013', 'Juergens_2015']",v5.5,Cre12.g548400,LHCBM2,,Cre12.g548400.t1.2
Cre12.g548450.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548450,,,Cre12.g548450.t1.3
Cre12.g548500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g548500,,,Cre12.g548500.t1.2
Cre12.g548550.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548550,,,Cre12.g548550.t1.3
Cre12.g548577.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g548577,,,g13803.t1
Cre12.g548650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548650,,,Cre12.g548650.t1.3
Cre12.g548651.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g548651,,['Creinhardtii PWY-5885'],Cre12.g548600.t1.3
Cre12.g548700.t3.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548700,,,Cre12.g548700.t1.2
Cre12.g548702.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548702,,,g13576.t1
Cre12.g548750.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548750,,,g13574.t1
Cre12.g548800.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g548800,,,Cre12.g548800.t1.3
Cre12.g548900.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g548900,,,Cre12.g548900.t1.1
Cre12.g548901.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre12.g548901,,,g13572.t1
Cre12.g548950.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre12.g548950,LHCBM7,,Cre12.g548950.t1.2
Cre12.g548955.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g548955,,,Cre12.g548955.t1.2
Cre12.g549000.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g549000,,,Cre12.g549000.t1.2
Cre12.g549002.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g549002,,,g13804.t1
Cre12.g549050.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g549050,,,Cre12.g549050.t1.2
Cre12.g549100.t1.1,0,1,0.0,['Kwak_2017'],v5.5,Cre12.g549100,,,Cre12.g549100.t5.1
Cre12.g549100.t2.1,0,1,0.0,['Kwak_2017'],v5.5,Cre12.g549100,,,Cre12.g549100.t4.1
Cre12.g549100.t3.1,0,1,0.0,['Kwak_2017'],v5.5,Cre12.g549100,,,Cre12.g549100.t3.1
Cre12.g549100.t4.1,0,1,0.0,['Kwak_2017'],v5.5,Cre12.g549100,,,Cre12.g549100.t2.1
Cre12.g549100.t5.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g549100,,,Cre12.g549100.t1.3
Cre12.g549150.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g549150,,,Cre12.g549150.t1.3
Cre12.g549200.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g549200,,,Cre12.g549200.t1.3
Cre12.g549250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g549250,,,Cre12.g549250.t1.3
Cre12.g549300.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre12.g549300,,,Cre12.g549300.t1.2
Cre12.g549350.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre12.g549350,,,Cre12.g549350.t1.2
Cre12.g549400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g549400,,,Cre12.g549400.t1.3
Cre12.g549427.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g549427,,,g13805.t1
Cre12.g549450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre12.g549450,,,Cre12.g549450.t1.2
Cre12.g549500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre12.g549500,,,Cre12.g549500.t1.2
